paper_id,mfn_authors,unknown_authors,publication_date,year,title,journal,volume,issue,page_info,publisher,identifier_type,upload_id,access,publication_type,publication_subtype,keyword
1962,"Hamann, C.","Sapanka, M.; Stolle, D.; Auer, G.; Weingart, E.; Al-Sabbagh, D.; Ostermann, M.; Adam, C.",2020-07-17,2020.0,Recycling of blast-furnace sludge by thermochemical treatment with spent iron(II) chloride solution from steel pickling,Journal of Hazardous Materials,402,,123511,Elsevier,doi,https://doi.org/10.1016/j.jhazmat.2020.1,closed_access,artikel,peerrevartikel,Laboratory: Geochemical and microanalytical facilities; Department: Impact and Meteorite Research
1963,,"Granatosky, M.; Mcelroy, E.; Lemelin, P.; Reilly, S.; Nyakatura, J.; Andrada, E.; Allen, V.; Butcher, M.; Blob, R.; Ross, C.",2020-01-27,2020.0,Variation in limb loading magnitude and timing in tetrapods,The Journal of Experimental Biology,223,2,jeb201525,The Company of Biologists,doi,10.1242/jeb.201525,open_access,artikel,peerrevartikel,"Insect Science;Animal Science and Zoology;Aquatic Science;Physiology;Ecology, Evolution, Behavior and Systematics;Molecular Biology"
1964,"Von Rintelen, K.; Von Rintelen, T.","De Los Ríos, P.",2020-09-10,2020.0,"Standing waters, especially ancient lakes",Evolution and Biogeography of the Crustacea,8,,280-302,Oxford University Press,internal-id,f071343e-5398-4ee5-813f-987055d34c13,closed_access,artikel,sammelbandbeitrag,Department: Biodiversity Discovery
1965,"Pitriana, P.; Von Rintelen, K.","Jones, D.; Corbari, L.",2020-09-28,2020.0,"New insights gained from museum collections: Deep-sea barnacles (Crustacea, Cirripedia, Thoracica) in the Muséum National d’Histoire Naturelle, Paris, collected during the Karubar expedition in 1991",Zoosystematics and Evolution,96,2,649-698,Pensoft Publishers,doi,10.3897/zse.96.55733,open_access,artikel,peerrevartikel,Department: Biodiversity Discovery
1968,"Hecht, L.","Tazzo-Rangel, M.; Weber, B.; Schmitt, A.; González-Guzmán, R.; Cisneros De León, A.",2020-09-26,2020.0,"Permo–Triassic metamorphism in the Mérida Andes, Venezuela: new insights from geochronology, O-isotopes, and geothermobarometry",International Journal of Earth Sciences,,,1-29,Springer Science and Business Media LLC,doi,10.1007/s00531-020-01926-5,closed_access,artikel,peerrevartikel,General Earth and Planetary Sciences; Department: Impact and Meteorite Research; Laboratory: Geochemical and microanalytical facilities
1969,"Mbedi, S.","Bellinvia, S.; Johnston, P.; Otti, O.",2020-04-29,2020.0,Mating changes the genital microbiome in both sexes of the common bedbug            Cimex lectularius            across populations,Proceedings of the Royal Society B: Biological Sciences,287,1926,20200302,The Royal Society,doi,10.1098/rspb.2020.0302,open_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology; General Immunology and Microbiology; General Agricultural and Biological Sciences; General Environmental Science; General Medicine; Department: Microevolution"
1970,"Tata, N.; Schneider, T.; Dobberthin, J.; Hoffmann, A.; Hoffmann, J.",,2020-09-24,2020.0,Mediasphere For Nature – Das Applikationslabor für digitale Medien am Museum für Naturkunde Berlin,,,,1-40,,doi,10.7479/qv3p-3619,,graueliteratur,bericht,Department: Science Data Management
1971,"Reddin, C.","Nätscher, P.; Kocsis, Á.; Pörtner, H.; Kiessling, W.",2020-02-10,2020.0,Marine clade sensitivities to climate change conform across timescales,Nature Climate Change,10,3,249-253,Springer Science and Business Media LLC,doi,10.1038/s41558-020-0690-7,closed_access,artikel,peerrevartikel,Environmental Science (miscellaneous); Department: Diversity Dynamics
1972,"Reddin, C.","Kocsis, Á.; Kiessling, W.",2020-06-03,2020.0,Marine invertebrate migrations trace climate change over 450 million years,Global Ecology and Biogeography,,,1280-1282,Wiley,doi,10.1111/geb.13114,open_access,artikel,peerrevartikel,"Ecology; Global and Planetary Change; Ecology, Evolution, Behavior and Systematics; Department: Diversity Dynamics"
1973,"Glöckler, F.; Bölling, C.","Macklin, J.; Shorthouse, D.; Bilkhu, S.; Gendreau, C.",2020-10-06,2020.0,DINA—Development of open source and open services for natural history collections & research,Biodiversity Information Science and Standards,,,4:e59070,Pensoft Publishers,doi,10.3897/biss.4.59070,open_access,konfpo,konfpotagungsband,Department: Science Data Management
1974,"Glöckler, F.",,2020-10-06,2020.0,Enabling Digital Specimen and Extended Specimen Concepts in Current Tools and Services,Biodiversity Information Science and Standards,,,4:e59076,Pensoft Publishers,doi,10.3897/biss.4.59076,open_access,konfpo,konfpotagungsband,Department: Science Data Management
1976,"Fröbisch, N.","Verissimo, K.; Perez, L.; Dragalzew, A.; Senevirathne, G.; Darnet, S.; Barroso Mendes, W.; Ariel Dos Santos Neves, C.; Monteiro Dos Santos, E.; Nazare De Sousa Moraes, C.; Elewa, A.; Shubin, N.; De Freitas Sousa, J.; Schneider, I.",2020-09-16,2020.0,Salamander-like tail regeneration in the West African lungfish,Proceedings of the Royal Society B: Biological Sciences,287,1935,20192939,The Royal Society,doi,10.1098/rspb.2019.2939,closed_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology;General Immunology and Microbiology;General Agricultural and Biological Sciences;General Environmental Science;General Medicine"
1977,"Lazarus, D.; Renaudie, J.","Trubovitz, S.; Noble, P.",2020-10-22,2020.0,Marine plankton show threshold extinction response to Neogene climate change,Nature Communications,11,1,5069,Springer Nature,doi,10.1038/s41467-020-18879-7,open_access,artikel,peerrevartikel,Department: Diversity Dynamics
1978,"Niemeier, S.; Müller, J.; Struck, U.",,2020-09-25,2020.0,Superfrogs in the city: 150 year impact of urbanization and agriculture on the European Common Frog,Global Change Biology,26,12,6729-6741,Wiley,doi,10.1111/gcb.15337,open_access,artikel,peerrevartikel,"Ecology; Global and Planetary Change; General Environmental Science; Environmental Chemistry; Department: Diversity Dynamics; Laboratory: Isotope laboratories; Collection: Reptilien, Amphibien"
1979,"Stephan, W.","John, S.",2020-01-10,2020.0,Important role of genetic drift in rapid polygenic adaptation,Ecology and Evolution,10,3,1278-1287,Wiley,doi,10.1002/ece3.5981,open_access,artikel,peerrevartikel,"Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation; Department: Microevolution"
1980,"Sumner-Rooney, L.; Ullrich-Lüter, E.","Kirwan, J.; Lowe, E.",2020-01-02,2020.0,Extraocular Vision in a Brittle Star Is Mediated by Chromatophore Movement in Response to Ambient Light,Current Biology,30,2,319-327.e4,Elsevier BV,doi,10.1016/j.cub.2019.11.042,closed_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology; General Agricultural and Biological Sciences; Collection: Marine Invertebraten; Laboratory: DNA-lab; Laboratory: Integrated zoological laboratory [SEM, TEM, histology, confocal & light microscopy, immunocytochemistry, central optical laboratories (light microscopy, digital photography)]"
1982,"Müller, J.","Bakker, F.; Antonelli, A.; Clarke, J.; Cook, J.; Edwards, S.; Ericson, P.; Faurby, S.; Ferrand, N.; Gelang, M.; Gillespie, R.; Irestedt, M.; Lundin, K.; Larsson, E.; Matos-Maraví, P.; Von Proschwitz, T.; Roderick, G.; Schliep, A.; Wahlberg, N.; Wiedenhoeft, J.; Källersjö, M.",2020-01-28,2020.0,The Global Museum: natural history collections and the future of evolutionary science and public education,PeerJ,8,,e8225,PeerJ,doi,10.7717/peerj.8225,open_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology;General Neuroscience;General Agricultural and Biological Sciences;General Medicine"
1983,"Haridy, Y.","Gee, B.; Reisz, R.",2020-02-06,2020.0,Histological skeletochronology indicates developmental plasticity in the early Permian stem lissamphibian            Doleserpeton annectens,Ecology and Evolution,10,4,2153-2169,Wiley,doi,10.1002/ece3.6054,open_access,artikel,peerrevartikel,"Ecology;Ecology, Evolution, Behavior and Systematics;Nature and Landscape Conservation"
1984,"Knörnschild, M.","Hörmann, D.; Tschapka, M.; Rose, A.",2020-02-06,2020.0,Distress calls of nectarivorous bats (Glossophaga soricina) encode individual and species identity,Bioacoustics,13,6,1451-1467,Informa UK Limited,doi,10.1080/09524622.2020.1720815,closed_access,artikel,peerrevartikel,"Ecology; Ecology, Evolution, Behavior and Systematics; Department: Microevolution"
1986,,"Léger, T.; Kehlmaier, C.; Vairappan, C.; Nuss, M.",2020-01-28,2020.0,"Twenty-six new species of Hoploscopa (Lepidoptera, Crambidae) from South-East Asia revealed by morphology and DNA barcoding",ZooKeys,907,,1-99,Pensoft Publishers,doi,10.3897/zookeys.907.36563,open_access,artikel,peerrevartikel,"Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Department: Biodiversity Discovery"
1987,"Neumann, C.","Wisshak, M.",2020-02-27,2020.0,Dead urchin walking: resilience of an arctic Strongylocentrotus to severe skeletal damage,Polar Biology,43,4,391-396,Springer Science and Business Media LLC,doi,10.1007/s00300-020-02634-1,open_access,artikel,peerrevartikel,General Agricultural and Biological Sciences
1988,"Ramm, T.; Müller, J.","Roycroft, E.",2020-02-12,2020.0,Convergent evolution of tail spines in squamate reptiles driven by microhabitat use,Biology Letters,16,2,20190848,The Royal Society,doi,10.1098/rsbl.2019.0848,open_access,artikel,peerrevartikel,Agricultural and Biological Sciences (miscellaneous);General Agricultural and Biological Sciences
1989,"Bartsch, P.","Nguyen, L.; Mamonekene, V.; Vater, M.; Tiedemann, R.; Kirschbaum, F.",2020-02-28,2020.0,Ontogeny of electric organ and electric organ discharge in Campylomormyrus rhynchophorus (Teleostei: Mormyridae),Journal of Comparative Physiology A,206,3,453-466,Springer Science and Business Media LLC,doi,10.1007/s00359-020-01411-z,closed_access,artikel,peerrevartikel,"Animal Science and Zoology;Physiology;Ecology, Evolution, Behavior and Systematics;Behavioral Neuroscience"
1990,"Valente, L.","Phillimore, A.; Melo, M.; Warren, B.; Clegg, S.; Havenstein, K.; Tiedemann, R.; Illera, J.; Thébaud, C.; Aschenbach, T.; Etienne, R.",2020-02-19,2020.0,A simple dynamic model explains the diversity of island birds worldwide,Nature,579,7797,92-96,Springer Science and Business Media LLC,doi,10.1038/s41586-020-2022-5,closed_access,artikel,peerrevartikel,Multidisciplinary; Department: Diversity Dynamics
1991,"Liu, T.; Wünnemann, K.","Michael, G.; Becker, H.; Oberst, J.",2020-03-15,2020.0,Lunar megaregolith mixing by impacts: Spatial diffusion of basin melt and its implications for sample interpretation,Icarus,339,,113609,Elsevier BV,doi,10.1016/j.icarus.2019.113609,closed_access,artikel,peerrevartikel,Space and Planetary Science; Astronomy and Astrophysics; Department: Impact and Meteorite Research
1992,"Fröbisch, J.","Cisneros, J.; Angielczyk, K.; Kammerer, C.; Smith, R.; Marsicano, C.; Richter, M.",2020-03-06,2020.0,"Captorhinid reptiles from the lower Permian Pedra de Fogo Formation, Piauí, Brazil: the earliest herbivorous tetrapods in Gondwana",PeerJ,8,,e8719,PeerJ,doi,10.7717/peerj.8719,,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology; General Neuroscience; General Agricultural and Biological Sciences; General Medicine; Department: Diversity Dynamics"
1993,,"Lorang, C.; De Mazancourt, V.; Marquet, G.; Keith, P.",2020-03-16,2020.0,"Taxonomic study of the freshwater shrimps genus Atyoida Randall, 1840 (Crustacea: Decapoda: Atyidae) in Polynesia with a revalidation of A. tahitensis Stimpson, 1860",Zootaxa,4751,1,55-74,Magnolia Press,doi,10.11646/zootaxa.4751.1.3,closed_access,artikel,peerrevartikel,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics"
1994,"Varela, S.","Beca‐Carretero, P.; Stengel, D.",2020-03-20,2020.0,"A novel method combining species distribution models, remote sensing, and field surveys for detecting and mapping subtidal seagrass meadows",Aquatic Conservation: Marine and Freshwater Ecosystems,30,6,1098-1110,Wiley,doi,10.1002/aqc.3312,closed_access,artikel,peerrevartikel,Ecology; Aquatic Science; Nature and Landscape Conservation; Department: Diversity Dynamics
1995,"Bibi, F.","Westbury, M.; Hartmann, S.; Barlow, A.; Preick, M.; Ridush, B.; Nagel, D.; Rathgeber, T.; Ziegler, R.; Baryshnikov, G.; Sheng, G.; Ludwig, A.; Wiesel, I.; Dalen, L.; Werdelin, L.; Heller, R.; Hofreiter, M.",2020-03-13,2020.0,Hyena paleogenomes reveal a complex evolutionary history of cross-continental gene flow between spotted and cave hyena,Science Advances,6,11,eaay0456,American Association for the Advancement of Science (AAAS),doi,10.1126/sciadv.aay0456,open_access,artikel,peerrevartikel,Department: Diversity Dynamics
1996,,"Weyer, D.; Rohart, J.",2020-03-17,2020.0,"Neosyringaxon Jia in Jia et al., 1977 (Anthozoa, Rugosa) in the Middle and Late Devonian of Europe and North America",Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen,295,3,283-296,Schweizerbart,doi,10.1127/njgpa/2020/0887,closed_access,artikel,peerrevartikel,Palaeontology
1998,,"Limmon, G.; Delrieu‐Trottin, E.; Patikawa, J.; Rijoly, F.; Dahruddin, H.; Busson, F.; Steinke, D.; Hubert, N.",2020-03-06,2020.0,Assessing species diversity of Coral Triangle artisanal fisheries: A DNA barcode reference library for the shore fishes retailed at Ambon harbor (Indonesia),Ecology and Evolution,10,7,3356-3366,Wiley,doi,10.1002/ece3.6128,open_access,artikel,peerrevartikel,"Ecology;Ecology, Evolution, Behavior and Systematics;Nature and Landscape Conservation"
2000,"Mey, W.","Park, K.; Koo, J.; De Prins, J.; Akite, P.; Cho, S.",2020-04-06,2020.0,"Fourteen new species of the genus hubdora Park, 2018 (Lepidoptera: Gelechioidea: Lecithoceridae) from Uganda, and three new combinations in Ptilothyris Walsingham, 1897 from DR Congo",Zootaxa,184,,451-487,Magnolia Press,doi,10.11646/zootaxa.4759.4.1,closed_access,artikel,peerrevartikel,"Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Department: Biodiversity Discovery"
2002,"Ripperger, S.","Carter, G.; Farine, D.; Crisp, R.; Vrtilek, J.; Page, R.",2020-03-19,2020.0,Development of New Food-Sharing Relationships in Vampire Bats,Current Biology,30,7,1275-1279.e3,Elsevier BV,doi,10.1016/j.cub.2020.01.055,closed_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology; General Agricultural and Biological Sciences; Department: Microevolution"
2003,"Witzmann, F.; Fröbisch, N.",,2020-04-27,2020.0,Osseous pathologies in the lungless salamander Desmognathus fuscus  (Plethodontidae),Acta Zoologica,101,3,324-329,Wiley,doi,10.1111/azo.12331,open_access,artikel,peerrevartikel,"Animal Science and Zoology; Cell Biology; Ecology, Evolution, Behavior and Systematics; Department: Evolutionary Morphology"
2004,"Krause, S.; Müller, J.","Hansen, M.; Breuker, M.; Kurvers, R.; Dhellemmes, F.; Viblanc, P.; Mahlow, C.; Boswell, K.; Marras, S.; Domenici, P.; Wilson, A.; Herbert-Read, J.; Steffensen, J.; Fritsch, G.; Hildebrandt, T.; Zaslansky, P.; Bach, P.; Sabarros, P.; Krause, J.",2020-01-15,2020.0,Linking hunting weaponry to attack strategies in sailfish and striped marlin,Proceedings of the Royal Society B: Biological Sciences,287,1918,20192228,The Royal Society,doi,10.1098/rspb.2019.2228,open_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology;General Immunology and Microbiology;General Agricultural and Biological Sciences;General Environmental Science;General Medicine"
2005,"Marjanović, D.","Mann, A.; Gee, B.; Pardo, J.; Adams, G.; Calthorpe, A.; Maddin, H.; Anderson, J.",2020-05-05,2020.0,"Reassessment of historic ‘microsaurs’ from Joggins, Nova Scotia, reveals hidden diversity in the earliest amniote ecosystem",Papers in Palaeontology,6,4,605-625,Wiley,doi,10.1002/spp2.1316,closed_access,artikel,peerrevartikel,Department: Evolutionary Morphology
2006,"Wünnemann, K.","Wahl, D.; Wieczorek, M.; Oberst, J.",2020-04-08,2020.0,Crustal Porosity of Lunar Impact Basins,Journal of Geophysical Research: Planets,125,4,e2019JE006335,American Geophysical Union (AGU),doi,10.1029/2019je006335,open_access,artikel,peerrevartikel,Department: Impact and Meteorite Research
2007,"Bothe, V.; Mahlow, K.; Fröbisch, N.",,2020-05-12,2020.0,A histological study of normal and pathological limb regeneration in the Mexican axolotl            Ambystoma mexicanum,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,,,1-13,Wiley,doi,10.1002/jez.b.22950,open_access,artikel,peerrevartikel,"Developmental Biology;Animal Science and Zoology;Molecular Medicine;Genetics;Ecology, Evolution, Behavior and Systematics"
2008,"Ripperger, S.; Mayer, F.","Carter, G.; Page, R.; Duda, N.; Koelpin, A.; Weigel, R.; Hartmann, M.; Nowak, T.; Thielecke, J.; Schadhauser, M.; Robert, J.; Herbst, S.; Meyer-Wegener, K.; Wägemann, P.; Schröder-Preikschat, W.; Cassens, B.; Kapitza, R.; Dressler, F.",2020-04-02,2020.0,Thinking small: Next-generation sensor networks close the size gap in vertebrate biologging,PLOS Biology,18,4,e3000655,Public Library of Science (PLoS),doi,10.1371/journal.pbio.3000655,open_access,artikel,peerrevartikel,General Agricultural and Biological Sciences; Department: Microevolution
2009,,"Bardua, C.; Fabre, A.; Bon, M.; Das, K.; Stanley, E.; Blackburn, D.; Goswami, A.",2020-04-29,2020.0,Evolutionary integration of the frog cranium,Evolution,74,6,1200-1215,Wiley,doi,10.1111/evo.13984,open_access,artikel,peerrevartikel,"Genetics; Ecology, Evolution, Behavior and Systematics; General Agricultural and Biological Sciences; Department: Evolutionary Morphology"
2010,,"Schmidt, A.; Regalado, L.; Weststrand, S.; Korall, P.; Jansen, E.; Bechteler, J.; Krings, M.; Müller, P.; Wang, B.; Wang, X.; Rikkinen, J.; Seyfullah, L.",2020-04-13,2020.0,Selaginella  was hyperdiverse already in the Cretaceous,New Phytologist,228,4,1176-1182,Wiley,doi,10.1111/nph.16600,open_access,artikel,wissartikel,Plant Science; Physiology; Department: Diversity Dynamics
2011,"Neuhaus, B.","Rucci, K.; Bulnes, V.; Cazzaniga, N.",2020-05-22,2020.0,"New record of the soft-bodied genus Franciscideres(Kinorhyncha) from Argentina, with notes on its movement and morphological variation",Zootaxa,4780,1,107-131,Magnolia Press,doi,10.11646/zootaxa.4780.1.5,closed_access,artikel,peerrevartikel,"Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Department: Biodiversity Discovery"
2012,"Mayer, F.","Çoraman, E.; Dundarova, H.; Dietz, C.",2020-06-03,2020.0,Patterns of mtDNA introgression suggest population replacement in Palaearctic whiskered bat species,Royal Society Open Science,7,6,191805,The Royal Society,doi,10.1098/rsos.191805,open_access,artikel,peerrevartikel,Department: Evolutionary Morphology
2013,"Keinath, S.; Müller, J.; Niemeier, S.; Rödel, M.","Heger, T.; Bernard-Verdier, M.; Gessler, A.; Greenwood, A.; Grossart, H.; Hilker, M.; Kowarik, I.; Marquard, E.; Onandia, G.; Petermann, J.; Rillig, M.; Saul, W.; Schittko, C.; Tockner, K.; Joshi, J.; Jeschke, J.",2020-03-02,2020.0,Clear Language for Ecosystem Management in the Anthropocene: A Reply to Bridgewater and Hemming,BioScience,70,5,374-376,Oxford University Press (OUP),doi,10.1093/biosci/biaa024,closed_access,artikel,wissartikel,General Agricultural and Biological Sciences; Department: Diversity Dynamics
2014,"Liu, T.","Xie, M.; Xu, A.",2020-04-15,2020.0,Ballistic Sedimentation of Impact Crater Ejecta: Implications for the Provenance of Lunar Samples and the Resurfacing Effect of Ejecta on the Lunar Surface,Journal of Geophysical Research: Planets,125,5,1-20,American Geophysical Union (AGU),doi,10.1029/2019je006113,closed_access,artikel,peerrevartikel,Department: Impact and Meteorite Research
2015,"Neumann, C.","Herrera Florez, A.; Haug, C.; Braig, F.; Wunderlich, J.; Hörnig, M.; Haug, J.",2020-03-24,2020.0,Identifying the oldest larva of a myrmeleontiformian lacewing – a morphometric approach,Acta Palaeontologica Polonica,65,2,235-250,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)",doi,10.4202/app.00662.2019,open_access,artikel,peerrevartikel,Palaeontology
2016,,"Delrieu‐Trottin, E.; Hubert, N.; Giles, E.; Chifflet‐Belle, P.; Suwalski, A.; Neglia, V.; Rapu‐Edmunds, C.; Mona, S.; Saenz‐Agudelo, P.",2020-05-19,2020.0,Coping with Pleistocene climatic fluctuations: Demographic responses in remote endemic reef fishes,Molecular Ecology,29,12,2218-2233,Wiley,doi,10.1111/mec.15478,open_access,artikel,peerrevartikel,"Genetics; Ecology, Evolution, Behavior and Systematics; Department: Microevolution; Department: Diversity Dynamics"
2017,,"Guinot, D.; Mazancourt, V.",2020-06-22,2020.0,"A new freshwater crab of the family Hymenosomatidae MacLeay, 1838 (Crustacea, Decapoda, Brachyura) and an updated review of the hymenosomatid fauna of New Caledonia",European Journal of Taxonomy,671,,1-29,Museum National D'Histoire Naturelle,doi,10.5852/ejt.2020.671,open_access,artikel,wissartikel,"Ecology, Evolution, Behavior and Systematics; Department: Biodiversity Discovery"
2018,"Ohl, M.","Lu, X.; Wang, B.; Zhang, W.; Liu, X.",2020-06-03,2020.0,Cretaceous diversity and disparity in a lacewing lineage of predators (Neuroptera: Mantispidae),Proceedings of the Royal Society B: Biological Sciences,287,1928,20200629,The Royal Society,doi,10.1098/rspb.2020.0629,closed_access,artikel,peerrevartikel,"General Biochemistry, Genetics and Molecular Biology; General Immunology and Microbiology; General Agricultural and Biological Sciences; General Environmental Science; General Medicine; This publication cites MfN collection specimens; This publication is a taxonomic revision; This publication is a species description; Department: Biodiversity Discovery; Collection: Hymenoptera"
2019,"Gold, M.","Fraisl, D.; Campbell, J.; See, L.; Wehn, U.; Wardlaw, J.; Moorthy, I.; Arias, R.; Piera, J.; Oliver, J.; Masó, J.; Penker, M.; Fritz, S.",2020-07-02,2020.0,Mapping citizen science contributions to the UN sustainable development goals,Sustainability Science,15,,1735–1751,Springer Science and Business Media LLC,doi,10.1007/s11625-020-00833-7,open_access,artikel,peerrevartikel,"Ecology;Geography, Planning and Development;Global and Planetary Change;Sociology and Political Science;Health(social science);Management, Monitoring, Policy and Law;Nature and Landscape Conservation"
2020,"Hofmann, R.","Kehl, J.",2020-06-28,2020.0,"Diversity patterns and palaeoecology of benthic communities of the Kanosh Formation (Pogonip Group, Utah, western USA)",Palaeobiodiversity and Palaeoenvironments,100,,993-1006,Springer Science and Business Media LLC,doi,10.1007/s12549-020-00426-3,open_access,artikel,peerrevartikel,"Ecology; Palaeontology; Global and Planetary Change; Geology; Ecology, Evolution, Behavior and Systematics; Department: Diversity Dynamics"
2021,"Hirschfeld, M.; Rödel, M.; Penner, J.","Zimkus, B.; Baláž, V.; Belasen, A.; Bell, R.; Channing, A.; Doumbia, J.; Fokam, E.; Gonwouo, L.; Greenbaum, E.; Gvoždík, V.; Jackson, K.; James, T.; Kusamba, C.; Larson, J.; Mavoungou, L.; Zassi-Boulou, A.",2020-06-26,2020.0,Chytrid Pathogen (Batrachochytrium dendrobatidis) in African Amphibians: A Continental Analysis of Occurrences and Modeling of Its Potential Distribution,Herpetologica,76,2,201-215,Herpetologists League,doi,10.1655/0018-0831-76.2.201,closed_access,artikel,peerrevartikel,"Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Department: Diversity Dynamics"
2022,"Valente, L.","Hauffe, T.; Delicado, D.; Etienne, R.",2020-07-10,2020.0,Lake expansion elevates equilibrium diversity via increasing colonization,Journal of Biogeography,47,9,1849-1860,Wiley,doi,10.1111/jbi.13914,open_access,artikel,peerrevartikel,"Ecology; Ecology, Evolution, Behavior and Systematics; Department: Diversity Dynamics"
2023,"Gliwa, J.; Korn, D.","Forel, M.; Crasquin, S.; Ghaderi, A.",2020-07-23,2020.0,Ostracods from the end‐Permian mass extinction in the Aras Valley section (north‐west Iran),Papers in Palaeontology,,,1-40,Wiley,doi,10.1002/spp2.1330,open_access,artikel,peerrevartikel,Department: Diversity Dynamics
2024,"Knörnschild, M.","Rose, A.; Tschapka, M.",2020-07-21,2020.0,Visits at artificial RFID flowers demonstrate that juvenile flower-visiting bats perform foraging flights apart from their mothers,Mammalian Biology,100,5,463-471,Springer Science and Business Media LLC,doi,10.1007/s42991-020-00048-4,open_access,artikel,peerrevartikel,"Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Department: Microevolution"
2025,"Vogel, J.","Ruhsam, M.; Kohn, D.; Squirrell, J.; Rumsey, F.; Hollingsworth, P.",2020-09-29,2020.0,Morphology and pollen fertility of native and non-native bluebells in Great Britain,Plant Ecology & Diversity,13,3-4,351-361,Taylor & Francis,doi,10.1080/17550874.2020.1765037,closed_access,artikel,wissartikel,This publication is a taxonomic revision
2026,"Korn, D.",,2020-07-09,2020.0,Two new Late Famennian kosmoclymeniid ammonoids from the Anti-Atlas of Morocco,Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen,297,1,37-45,Schweizerbart,doi,10.1127/njgpa/2020/0913,closed_access,artikel,peerrevartikel,"Palaeontology; Department: Biodiversity Discovery; Collection: Fossile Cephalopoden, Cnidaria"
2027,"Yamasaki, H.","Fujimoto, S.; Tanaka, H.",2020-06-15,2020.0,"Three new meiobenthic species from a submarine cave in Japan: Echinoderes gama, E. kajiharai and E. uozumii (Kinorhyncha: Cyclorhagida)",Journal of the Marine Biological Association of the United Kingdom,100,4,537-558,Cambridge University Press (CUP),doi,10.1017/s0025315420000429,closed_access,artikel,peerrevartikel,Aquatic Science
2028,"Freyhof, J.","Charmpila, E.; Teimori, A.; Weissenbacher, A.; Reichenbacher, B.",2020-08-03,2020.0,New osteological and morphological data of four species of Aphaniops (Teleostei; Aphaniidae),Journal of Applied Ichthyology,36,5,724-736,Wiley,doi,10.1111/jai.14074,open_access,artikel,peerrevartikel,Department: Biodiversity Discovery; Collection: Pisces
2029,"Von Rintelen, T.; Von Rintelen, K.","Floren, A.; Hebert, P.; De Araujo, B.; Schmidt, S.; Balke, M.; Narakusumo, R.; Peggie, D.; Ubaidillah, R.; Müller, T.",2020-10-07,2020.0,Integrative ecological and molecular analysis indicate high diversity and strict elevational separation of canopy beetles in tropical mountain forests,Scientific Reports,10,,Article number: 16677 (2020),Springer Science and Business Media LLC,doi,10.1038/s41598-020-73519-w,open_access,artikel,peerrevartikel,Multidisciplinary; Department: Biodiversity Discovery
2030,"Dunlop, J.; Neumann, C.; Sadowski, E.","Haug, J.; Azar, D.; Ross, A.; Szwedo, J.; Wang, B.; Arillo, A.; Baranov, V.; Bechteler, J.; Beutel, R.; Blagoderov, V.; Delclòs, X.; Feldberg, K.; Feldmann, R.; Foth, C.; Fraaije, R.; Gehler, A.; Harms, D.; Hedenäs, L.; Hyžný, M.; Jagt, J.; Jagt-Yazykova, E.; Jarzembowski, E.; Kerp, H.; Khine, P.; Kirejtshuk, A.; Klug, C.; Kopylov, D.; Kotthoff, U.; Kriwet, J.; Mckellar, R.; Nel, A.; Nützel, A.; Peñalver, E.; Perrichot, V.; Pint, A.; Ragazzi, E.; Regalado, L.; Reich, M.; Rikkinen, J.; Schmidt, A.; Schram, F.; Schweigert, G.; Selden, P.; Seyfullah, L.; Solórzano-Kraemer, M.; Stilwell, J.; Van Bakel, B.; Vega, F.; Wang, Y.; Xing, L.; Haug, C.",2020-08-01,2020.0,"Comment on the letter of the Society of Vertebrate Paleontology (SVP) dated April 21, 2020 regarding “Fossils from conflict zones and reproducibility of fossil-based scientific data”: Myanmar amber",PalZ,94,3,431-437,Springer Science and Business Media LLC,doi,10.1007/s12542-020-00524-9,open_access,artikel,wissartikel,Palaeontology; Department: Science in Society; Department: Diversity Dynamics; Department: Humanities of Nature
2031,"Josic, D.","Stockmaier, S.; Bolnick, D.; Page, R.; Carter, G.",2020-07-14,2020.0,Immune-challenged vampire bats produce fewer contact calls,Biology Letters,16,7,20200272,The Royal Society,doi,10.1098/rsbl.2020.0272,closed_access,artikel,peerrevartikel,Agricultural and Biological Sciences (miscellaneous); General Agricultural and Biological Sciences; Department: Microevolution
